name,line,dialogue_clean
House, But you haven't told Robert. You don't want to burden him because you were such a lousy dad.,told robert want burden lousy dad
House," Yeah, it's better. I'll get to see his face when he reads his dad's obituary.",yeah better get see face reads dad obituary
House, I suppose it isn't.,suppose
House," Well, luckily, at this rate, that should only last about a week. Okay, so ""ì",well luckily rate last week okay
House," Are you saying that for the chance of a beautiful family moment, or is there some medicine involved?",saying chance beautiful family moment medicine involved
House, Too bad. I was hoping for the other reason. I was gonna go get my camera. Get a CT scan. His brain this time.,bad hoping reason gonna go get camera get ct scan brain time
House, Why didn't you tell me that Rowan Chase was in to see you?,tell rowan chase see
House, You could have covered yourself. Called me in for a consult.,could covered called consult
House," You can't tell Chase, but I can. What should I do?",tell chase
House," I promised I wouldn't. My fingers were crossed, though, so I'm wide open.",promised fingers crossed though wide open
House," Telling him, now that's got real entertainment value.",telling got real entertainment value
House, Then I should definitely tell him! I'd want to know.,definitely tell want know
House," Oh, you nEver run out of thingies. Like that blonde thing you were chatting up.",oh never run thingies like blonde thing chatting
House," Double-entry bookkeeping? [Elevator dings, because the elevator wins at comic timing.]",double entry bookkeeping
House," Billing procedures. They're so compliCated, aren't they? [Wilson rolls his eyes as the doors close.]",billing procedures complicated
House," Drs. Chase are 0 ""ì 3. Even when they agree they're wrong. So, next. What else could cause neural damage as well as all the nodules?",drs chase even agree wrong next else could cause neural damage well nodules
House, Kid's dad mentioned leishManiasis.,kid dad mentioned leishmaniasis
House, Two diseases pretty much exclusive to Southeast Asia. What if the anthrax didn't set off the second disease?,two diseases pretty much exclusive southeast asia anthrax set second disease
House, No. What if something else was the trigger?,something else trigger
House, We happened.,happened
House, I've gotta pee. [He leaves.],gotta pee
House, Nothing. [He grabs Jeffrey's bad wrist.],nothing
House," On a scale of one to ten, how painful?",scale one ten painful
House, Don't do that. It'll hurt you. Carpal tunnel surgery obviously didn't work.,hurt carpal tunnel surgery obviously work
House, The little ones call me Uncle Gregg. Your dad nEver had carpal tunnel. You mentioned two obscure diseases to Dr. Chase. How'd you know about them?,little ones call uncle gregg dad never carpal tunnel mentioned two obscure diseases dr chase know
House," So, what'd you search for? ""Diseases from Asia that don't match my son's symptoms""ù? You heard about them in Asia.",search diseases asia match son symptoms ù heard asia
House," Well, you pRobably just forgot. Let me refresh your memory. Some remote, dusty village, close quarters, at least a year! starting to come back?",well probably forgot let refresh memory remote dusty village close quarters least year starting come back
House," [to Gabe] Your dad's pissed off. He should be. Comes here, expecting us to do an extra good job because he gives a whole lot of money to this hospital ""ì",dad pissed comes expecting us extra good job gives whole lot money hospital
House," Just telling him my job, my obligation to this ""ì",telling job obligation
House," There's only one thing that you guys have got to do. Tell the truth, or your son will die. How long were you in Asia?",one thing guys got tell truth son die long asia
House," Clue number one: If I were Jesus, curing this kid would be as easy as turning water into wine.",clue number one jesus curing kid would easy turning water wine
House," Close, but no wafer. Clue number two: Rheumatology Rowan was almost right. It causes auto-immune symptoms.",close wafer clue number two rheumatology rowan almost right causes auto immune symptoms
House," It's leprosy. Run a FITE stain, it'll be positive. Daddy hung out on the wrong kind of Indian ashram.",leprosy run fite stain positive daddy hung wrong kind indian ashram
House," It's not dorMant in the dad, it's just slow. Damaged his ulnar nerve, was misdiagnosed as carpal tunnel. NEver trust doctors. Run a FITE stain.",dormant dad slow damaged ulnar nerve misdiagnosed carpal tunnel never trust doctors run fite stain
House," Vicious circle. The leprosy made him vulnerable to the anthrax, and the anthrax treatment put the leprosy in overdrive.",vicious circle leprosy made vulnerable anthrax anthrax treatment put leprosy overdrive
House," Yeah, that's where the trouble starts. [CGI shot of what House is talking about.] The antibiotics hit the nerve strands, they kill the leprosy bacteria. The corpses get tossed into the system. And as fascinating as our bodies are, they're also stupid. They produce antibodies to beat dead bacteria. And these aren't the polite antibodies, they're the ones that won't sit still; kick during naptimes. They attack his neural and fat cells, cause some inflammation and all the rest of his symptoms.",yeah trouble starts antibiotics hit nerve strands kill leprosy bacteria corpses get tossed system fascinating bodies also stupid produce antibodies beat dead bacteria polite antibodies ones sit still kick naptimes attack neural fat cells cause inflammation rest symptoms
